date,casos_total,fallecidos total,ccaa_text,cod_ccaa
27/03/2020,64059,4858,Total,0
28/03/2020,4277,175,Andalucía,1
28/03/2020,1592,58,Aragón,2
28/03/2020,1004,33,Asturias,3
28/03/2020,862,26,Baleares,4
28/03/2020,1025,36,Canarias,5
28/03/2020,937,22,Cantabria,6
28/03/2020,4512,448,Castilla-La Mancha,8
28/03/2020,4791,321,Castilla y León,7
28/03/2020,14263,1070,Cataluña,9
28/03/2020,17,1,Ceuta,18
28/03/2020,4034,234,C. Valenciana,10
28/03/2020,1394,88,Extremadura,11
28/03/2020,2772,47,Galicia,12
28/03/2020,21520,2757,Madrid,13
28/03/2020,45,1,Melilla,19
28/03/2020,802,17,Murcia,14
28/03/2020,1829,70,Navarra,15
28/03/2020,5136,221,País Vasco,16
28/03/2020,1436,65,La Rioja,17
28/03/2020,72248,5690,Total,0
29/03/2020,4682,207,Andalucía,1
29/03/2020,1858,93,Aragón,2
29/03/2020,1088,41,Asturias,3
29/03/2020,958,29,Baleares,4
29/03/2020,1125,39,Canarias,5
29/03/2020,1023,26,Cantabria,6
29/03/2020,5246,539,Castilla-La Mancha,8
29/03/2020,5414,380,Castilla y León,7
29/03/2020,15026,1226,Cataluña,9
29/03/2020,21,1,Ceuta,18
29/03/2020,4784,267,C. Valenciana,10
29/03/2020,1456,100,Extremadura,11
29/03/2020,3139,60,Galicia,12
29/03/2020,22677,3082,Madrid,13
29/03/2020,48,1,Melilla,19
29/03/2020,872,20,Murcia,14
29/03/2020,2011,84,Navarra,15
29/03/2020,5740,265,País Vasco,16
29/03/2020,1629,68,La Rioja,17
29/03/2020,78797,6528,Total,0
30/03/2020,5405,236,Andalucía,1
30/03/2020,2078,106,Aragón,2
30/03/2020,1158,49,Asturias,3
30/03/2020,1000,37,Baleares,4
30/03/2020,1204,40,Canarias,5
30/03/2020,1100,27,Cantabria,6
30/03/2020,5858,622,Castilla-La Mancha,8
30/03/2020,5801,442,Castilla y León,7
30/03/2020,16157,1410,Cataluña,9
30/03/2020,25,1,Ceuta,18
30/03/2020,5110,310,C. Valenciana,10
30/03/2020,1560,106,Extremadura,11
30/03/2020,3723,66,Galicia,12
30/03/2020,24090,3392,Madrid,13
30/03/2020,51,1,Melilla,19
30/03/2020,939,25,Murcia,14
30/03/2020,2146,102,Navarra,15
30/03/2020,6057,297,País Vasco,16
30/03/2020,1733,71,La Rioja,17
30/03/2020,85195,7340,Total,0
31/03/2020,5818,248,Andalucía,1
31/03/2020,2272,138,Aragón,2
31/03/2020,1236,55,Asturias,3
31/03/2020,1069,42,Baleares,4
31/03/2020,1262,55,Canarias,5
31/03/2020,1171,37,Cantabria,6
31/03/2020,6424,708,Castilla-La Mancha,8
31/03/2020,6211,516,Castilla y León,7
31/03/2020,18773,1672,Cataluña,9
31/03/2020,34,1,Ceuta,18
31/03/2020,5508,339,C. Valenciana,10
31/03/2020,1628,133,Extremadura,11
31/03/2020,4039,84,Galicia,12
31/03/2020,27509,3603,Madrid,13
31/03/2020,54,1,Melilla,19
31/03/2020,974,34,Murcia,14
31/03/2020,2305,113,Navarra,15
31/03/2020,6320,325,País Vasco,16
31/03/2020,1810,85,La Rioja,17
31/03/2020,94417,8189,Total,0
01/04/2020,6392,308,Andalucía,1
01/04/2020,2491,169,Aragón,2
01/04/2020,1322,63,Asturias,3
01/04/2020,1131,46,Baleares,4
01/04/2020,1380,62,Canarias,5
01/04/2020,1213,54,Cantabria,6
01/04/2020,7047,774,Castilla-La Mancha,8
01/04/2020,6847,585,Castilla y León,7
01/04/2020,19991,1849,Cataluña,9
01/04/2020,51,1,Ceuta,18
01/04/2020,5922,395,C. Valenciana,10
01/04/2020,1679,152,Extremadura,11
01/04/2020,4432,103,Galicia,12
01/04/2020,29840,3865,Madrid,13
01/04/2020,62,1,Melilla,19
01/04/2020,1041,37,Murcia,14
01/04/2020,2497,130,Navarra,15
01/04/2020,6838,369,País Vasco,16
01/04/2020,1960,90,La Rioja,17
01/04/2020,102136,9053,Total,0
02/04/2020,6972,343,Andalucía,1
02/04/2020,2700,200,Aragón,2
02/04/2020,1384,69,Asturias,3
02/04/2020,1204,58,Baleares,4
02/04/2020,1444,68,Canarias,5
02/04/2020,1268,60,Cantabria,6
02/04/2020,7682,854,Castilla-La Mancha,8
02/04/2020,7355,641,Castilla y León,7
02/04/2020,21804,2093,Cataluña,9
02/04/2020,55,1,Ceuta,18
02/04/2020,6308,443,C. Valenciana,10
02/04/2020,1837,181,Extremadura,11
02/04/2020,4842,120,Galicia,12
02/04/2020,32155,4175,Madrid,13
02/04/2020,62,1,Melilla,19
02/04/2020,1084,42,Murcia,14
02/04/2020,2682,141,Navarra,15
02/04/2020,7317,412,País Vasco,16
02/04/2020,2083,101,La Rioja,17
02/04/2021,110238,10003,Total,0
03/04/2020,7374,376,Andalucía,1
03/04/2020,2889,224,Aragón,2
03/04/2020,1433,70,Asturias,3
03/04/2020,1257,69,Baleares,4
03/04/2020,1490,73,Canarias,5
03/04/2020,1321,64,Cantabria,6
03/04/2020,8523,916,Castilla-La Mancha,8
03/04/2020,7875,723,Castilla y León,7
03/04/2020,23460,2335,Cataluña,9
03/04/2020,62,1,Ceuta,18
03/04/2020,6624,511,C. Valenciana,10
03/04/2020,1893,200,Extremadura,11
03/04/2020,5219,138,Galicia,12
03/04/2020,34188,4483,Madrid,13
03/04/2020,70,2,Melilla,19
03/04/2020,1145,46,Murcia,14
03/04/2020,2836,151,Navarra,15
03/04/2020,7827,444,País Vasco,16
03/04/2020,2224,109,La Rioja,17
03/04/2020,117710,10935,Total,0
04/04/2020,7869,426,Andalucía,1
04/04/2020,3078,251,Aragón,2
04/04/2020,1522,76,Asturias,3
04/04/2020,1271,71,Baleares,4
04/04/2020,1564,78,Canarias,5
04/04/2020,1384,68,Cantabria,6
04/04/2020,9324,989,Castilla-La Mancha,8
04/04/2020,8332,786,Castilla y León,7
04/04/2020,24734,2508,Cataluña,9
04/04/2020,73,1,Ceuta,18
04/04/2020,6901,571,C. Valenciana,10
04/04/2020,1979,208,Extremadura,11
04/04/2020,5625,159,Galicia,12
04/04/2020,36249,4723,Madrid,13
04/04/2020,79,2,Melilla,19
04/04/2020,1188,51,Murcia,14
04/04/2020,2972,171,Navarra,15
04/04/2020,8187,477,País Vasco,16
04/04/2020,2405,128,La Rioja,17
04/04/2020,124736,11744,Total,0
05/04/2020,8301,470,Andalucía,1
05/04/2020,3232,270,Aragón,2
05/04/2020,1605,80,Asturias,3
05/04/2020,1293,75,Baleares,4
05/04/2020,1622,80,Canarias,5
05/04/2020,1441,68,Cantabria,6
05/04/2020,10031,1055,Castilla-La Mancha,8
05/04/2020,8749,847,Castilla y León,7
05/04/2020,26032,2637,Cataluña,9
05/04/2020,83,2,Ceuta,18
05/04/2020,7184,613,C. Valenciana,10
05/04/2020,2047,218,Extremadura,11
05/04/2020,5944,174,Galicia,12
05/04/2020,37584,4941,Madrid,13
05/04/2020,83,2,Melilla,19
05/04/2020,1235,59,Murcia,14
05/04/2020,3073,178,Navarra,15
05/04/2020,8628,515,País Vasco,16
05/04/2020,2592,134,La Rioja,17
05/04/2020,130759,12418,Total,0
06/04/2020,8581,491,Andalucía,1
06/04/2020,3347,284,Aragón,2
06/04/2020,1646,86,Asturias,3
06/04/2020,1320,81,Baleares,4
06/04/2020,1649,85,Canarias,5
06/04/2020,1483,77,Cantabria,6
06/04/2020,10602,1132,Castilla-La Mancha,8
06/04/2020,9116,919,Castilla y León,7
06/04/2020,26824,2760,Cataluña,9
06/04/2020,83,3,Ceuta,18
06/04/2020,7334,637,C. Valenciana,10
06/04/2020,2068,228,Extremadura,11
06/04/2020,6151,190,Galicia,12
06/04/2020,38723,5136,Madrid,13
06/04/2020,86,2,Melilla,19
06/04/2020,1259,68,Murcia,14
06/04/2020,3231,187,Navarra,15
06/04/2020,8810,548,País Vasco,16
06/04/2020,2719,141,La Rioja,17
06/04/2020,135032,13055,Total,0
07/04/2020,8767,528,Andalucía,1
07/04/2020,3449,312,Aragón,2
07/04/2020,1679,96,Asturias,3
07/04/2020,1369,84,Baleares,4
07/04/2020,1725,89,Canarias,5
07/04/2020,1501,85,Cantabria,6
07/04/2020,11077,1177,Castilla-La Mancha,8
07/04/2020,9581,982,Castilla y León,7
07/04/2020,28323,2908,Cataluña,9
07/04/2020,83,4,Ceuta,18
07/04/2020,7443,672,C. Valenciana,10
07/04/2020,2116,258,Extremadura,11
07/04/2020,6331,204,Galicia,12
07/04/2020,40469,5371,Madrid,13
07/04/2020,92,2,Melilla,19
07/04/2020,1283,78,Murcia,14
07/04/2020,3355,202,Navarra,15
07/04/2020,9021,586,País Vasco,16
07/04/2020,2846,160,La Rioja,17
07/04/2020,140510,13798,Total,0
08/04/2020,8997,605,Andalucía,1
08/04/2020,3549,349,Aragón,2
08/04/2020,1705,102,Asturias,3
08/04/2020,1412,89,Baleares,4
08/04/2020,1762,91,Canarias,5
08/04/2020,1572,92,Cantabria,6
08/04/2020,11788,1255,Castilla-La Mancha,8
08/04/2020,10058,1028,Castilla y León,7
08/04/2020,29647,3041,Cataluña,9
08/04/2020,84,4,Ceuta,18
08/04/2020,7655,724,C. Valenciana,10
08/04/2020,2184,271,Extremadura,11
08/04/2020,6538,213,Galicia,12
08/04/2020,42450,5586,Madrid,13
08/04/2020,93,2,Melilla,19
08/04/2020,1326,85,Murcia,14
08/04/2020,3467,206,Navarra,15
08/04/2020,9452,635,País Vasco,16
08/04/2020,2951,177,La Rioja,17
08/04/2020,146690,14555,Total,0
09/04/2020,9261,652,Andalucía,1
09/04/2020,3685,385,Aragón,2
09/04/2020,1737,110,Asturias,3
09/04/2020,1448,89,Baleares,4
09/04/2020,1834,92,Canarias,5
09/04/2020,1619,98,Cantabria,6
09/04/2020,12489,1322,Castilla-La Mancha,8
09/04/2020,10518,1082,Castilla y León,7
09/04/2020,31043,3148,Cataluña,9
09/04/2020,84,4,Ceuta,18
09/04/2020,7964,767,C. Valenciana,10
09/04/2020,2273,283,Extremadura,11
09/04/2020,6758,231,Galicia,12
09/04/2020,43877,5800,Madrid,13
09/04/2020,93,2,Melilla,19
09/04/2020,1356,88,Murcia,14
09/04/2020,3575,214,Navarra,15
09/04/2020,9806,689,País Vasco,16
09/04/2020,3026,182,La Rioja,17
09/04/2020,152446,15238,Total,0
10/04/2020,9510,691,Andalucía,1
10/04/2020,3831,409,Aragón,2
10/04/2020,1799,121,Asturias,3
10/04/2020,1488,97,Baleares,4
10/04/2020,1858,94,Canarias,5
10/04/2020,1659,102,Cantabria,6
10/04/2020,13063,1431,Castilla-La Mancha,8
10/04/2020,11102,1129,Castilla y León,7
10/04/2020,31824,3231,Cataluña,9
10/04/2020,91,4,Ceuta,18
10/04/2020,8331,796,C. Valenciana,10
10/04/2020,2332,288,Extremadura,11
10/04/2020,6946,243,Galicia,12
10/04/2020,44783,5972,Madrid,13
10/04/2020,95,2,Melilla,19
10/04/2020,1383,90,Murcia,14
10/04/2020,3748,218,Navarra,15
10/04/2020,10103,729,País Vasco,16
10/04/2020,3076,196,La Rioja,17
10/04/2020,157022,15843,Total,0
11/04/2020,9712,737,Andalucía,1
11/04/2020,3969,425,Aragón,2
11/04/2020,1827,128,Asturias,3
11/04/2020,1507,102,Baleares,4
11/04/2020,1887,95,Canarias,5
11/04/2020,1719,107,Cantabria,6
11/04/2020,13456,1483,Castilla-La Mancha,8
11/04/2020,11543,1180,Castilla y León,7
11/04/2020,32984,3331,Cataluña,9
11/04/2020,93,4,Ceuta,18
11/04/2020,8578,818,C. Valenciana,10
11/04/2020,2486,303,Extremadura,11
11/04/2020,7176,261,Galicia,12
11/04/2020,45849,6084,Madrid,13
11/04/2020,98,2,Melilla,19
11/04/2020,1413,94,Murcia,14
11/04/2020,3817,227,Navarra,15
11/04/2020,10515,765,País Vasco,16
11/04/2020,3223,207,La Rioja,17
11/04/2020,161852,16353,Total,0
12/04/2020,10006,799,Andalucía,1
12/04/2020,4070,450,Aragón,2
12/04/2020,1892,140,Asturias,3
12/04/2020,1534,112,Baleares,4
12/04/2020,1918,95,Canarias,5
12/04/2020,1752,110,Cantabria,6
12/04/2020,13698,1543,Castilla-La Mancha,8
12/04/2020,12118,1221,Castilla y León,7
12/04/2020,34027,3442,Cataluña,9
12/04/2020,93,4,Ceuta,18
12/04/2020,8841,838,C. Valenciana,10
12/04/2020,2580,312,Extremadura,11
12/04/2020,7336,274,Galicia,12
12/04/2020,46587,6278,Madrid,13
12/04/2020,98,2,Melilla,19
12/04/2020,1449,97,Murcia,14
12/04/2020,3969,232,Navarra,15
12/04/2020,10772,804,País Vasco,16
12/04/2020,3279,219,La Rioja,17
12/04/2020,166019,16972,Total,0
13/04/2020,10187,815,Andalucía,1
13/04/2020,4187,464,Aragón,2
13/04/2020,1958,149,Asturias,3
13/04/2020,1550,117,Baleares,4
13/04/2020,1944,96,Canarias,5
13/04/2020,1777,117,Cantabria,6
13/04/2020,14054,1626,Castilla-La Mancha,8
13/04/2020,12628,1263,Castilla y León,7
13/04/2020,34726,3538,Cataluña,9
13/04/2020,95,4,Ceuta,18
13/04/2020,9060,876,C. Valenciana,10
13/04/2020,2658,321,Extremadura,11
13/04/2020,7494,284,Galicia,12
13/04/2020,47146,6423,Madrid,13
13/04/2020,101,2,Melilla,19
13/04/2020,1463,101,Murcia,14
13/04/2020,4092,239,Navarra,15
13/04/2020,11018,831,País Vasco,16
13/04/2020,3358,223,La Rioja,17
13/04/2020,169496,17489,Total,0
14/04/2020,10192,836,Andalucía,1
14/04/2020,4245,492,Aragón,2
14/04/2020,2051,156,Asturias,3
14/04/2020,1571,118,Baleares,4
14/04/2020,1958,102,Canarias,5
14/04/2020,1796,120,Cantabria,6
14/04/2020,14329,1714,Castilla-La Mancha,8
14/04/2020,13180,1299,Castilla y León,7
14/04/2020,35197,3666,Cataluña,9
14/04/2020,96,4,Ceuta,18
14/04/2020,9213,907,C. Valenciana,10
14/04/2020,2684,334,Extremadura,11
14/04/2020,7597,290,Galicia,12
14/04/2020,48048,6568,Madrid,13
14/04/2020,101,2,Melilla,19
14/04/2020,1487,106,Murcia,14
14/04/2020,4150,249,Navarra,15
14/04/2020,11226,859,País Vasco,16
14/04/2020,3420,234,La Rioja,17
14/04/2020,172541,18056,Total,0
15/04/2020,10595,865,Andalucía,1
15/04/2020,4338,514,Aragón,2
15/04/2020,2096,166,Asturias,3
15/04/2020,1606,125,Baleares,4
15/04/2020,1975,104,Canarias,5
15/04/2020,1823,132,Cantabria,6
15/04/2020,14680,1755,Castilla-La Mancha,8
15/04/2020,13697,1337,Castilla y León,7
15/04/2020,36505,3756,Cataluña,9
15/04/2020,98,4,Ceuta,18
15/04/2020,9424,945,C. Valenciana,10
15/04/2020,2762,342,Extremadura,11
15/04/2020,7708,299,Galicia,12
15/04/2020,49526,6724,Madrid,13
15/04/2020,102,2,Melilla,19
15/04/2020,1520,109,Murcia,14
15/04/2020,4246,252,Navarra,15
15/04/2020,11475,902,País Vasco,16
15/04/2020,3457,246,La Rioja,17
15/04/2020,177633,18579,Total,0
16/04/2020,10807,912,Andalucía,1
16/04/2020,4566,543,Aragón,2
16/04/2020,2170,168,Asturias,3
16/04/2020,1637,131,Baleares,4
16/04/2020,1988,107,Canarias,5
16/04/2020,1845,137,Cantabria,6
16/04/2020,15151,1796,Castilla-La Mancha,8
16/04/2020,14380,1372,Castilla y León,7
16/04/2020,37354,3855,Cataluña,9
16/04/2020,100,4,Ceuta,18
16/04/2020,9615,972,C. Valenciana,10
16/04/2020,2881,359,Extremadura,11
16/04/2020,7873,310,Galicia,12
16/04/2020,50694,6877,Madrid,13
16/04/2020,103,2,Melilla,19
16/04/2020,1598,111,Murcia,14
16/04/2020,4348,261,Navarra,15
16/04/2020,11790,956,País Vasco,16
16/04/2020,3916,257,La Rioja,17
16/04/2020,182816,19130,Total,0
17/04/2020,11053,940,Andalucía,1
17/04/2020,4664,562,Aragón,2
17/04/2020,2230,174,Asturias,3
17/04/2020,1668,134,Baleares,4
17/04/2020,2009,111,Canarias,5
17/04/2020,1884,144,Cantabria,6
17/04/2020,15997,1852,Castilla-La Mancha,8
17/04/2020,14903,1401,Castilla y León,7
17/04/2020,38316,3855,Cataluña,9
17/04/2020,101,4,Ceuta,18
17/04/2020,9869,999,C. Valenciana,10
17/04/2020,3019,372,Extremadura,11
17/04/2020,8013,320,Galicia,12
17/04/2020,51993,7007,Madrid,13
17/04/2020,104,2,Melilla,19
17/04/2020,1625,112,Murcia,14
17/04/2020,4433,338,Navarra,15
17/04/2020,12089,992,País Vasco,16
17/04/2020,4098,262,La Rioja,17
17/04/2020,188068,19581,Total,0
18/04/2020,11020,967,Andalucía,1
18/04/2020,4761,601,Aragón,2
18/04/2020,2272,187,Asturias,3
18/04/2020,1748,148,Baleares,4
18/04/2020,2035,115,Canarias,5
18/04/2020,1990,149,Cantabria,6
18/04/2020,16349,1913,Castilla-La Mancha,8
18/04/2020,15293,1429,Castilla y León,7
18/04/2020,39943,3879,Cataluña,9
18/04/2020,108,4,Ceuta,18
18/04/2020,9795,1042,C. Valenciana,10
18/04/2020,3081,380,Extremadura,11
18/04/2020,8084,334,Galicia,12
18/04/2020,52946,7132,Madrid,13
18/04/2020,104,2,Melilla,19
18/04/2020,1638,115,Murcia,14
18/04/2020,4556,354,Navarra,15
18/04/2020,12355,1020,País Vasco,16
18/04/2020,3648,272,La Rioja,17
18/04/2020,191726,20043,Total,0
19/04/2020,11205,993,Andalucía,1
19/04/2020,4831,619,Aragón,2
19/04/2020,2298,196,Asturias,3
19/04/2020,1773,155,Baleares,4
19/04/2020,2047,119,Canarias,5
19/04/2020,2050,153,Cantabria,6
19/04/2020,16625,1963,Castilla-La Mancha,8
19/04/2020,15621,1458,Castilla y León,7
19/04/2020,40600,3933,Cataluña,9
19/04/2020,109,4,Ceuta,18
19/04/2020,9937,1065,C. Valenciana,10
19/04/2020,3136,384,Extremadura,11
19/04/2020,8185,346,Galicia,12
19/04/2020,54884,7239,Madrid,13
19/04/2020,104,2,Melilla,19
19/04/2020,1644,116,Murcia,14
19/04/2020,4621,369,Navarra,15
19/04/2020,12569,1062,País Vasco,16
19/04/2020,3705,277,La Rioja,17
19/04/2020,195944,20453,Total,0
20/04/2020,11323,1013,Andalucía,1
20/04/2020,4886,637,Aragón,2
20/04/2020,2348,200,Asturias,3
20/04/2020,1788,157,Baleares,4
20/04/2020,2067,119,Canarias,5
20/04/2020,2083,158,Cantabria,6
20/04/2020,16796,2021,Castilla-La Mancha,8
20/04/2020,15857,1493,Castilla y León,7
20/04/2020,41676,4009,Cataluña,9
20/04/2020,111,4,Ceuta,18
20/04/2020,10018,1079,C. Valenciana,10
20/04/2020,3186,389,Extremadura,11
20/04/2020,8299,352,Galicia,12
20/04/2020,56963,7351,Madrid,13
20/04/2020,104,2,Melilla,19
20/04/2020,1646,117,Murcia,14
20/04/2020,4697,385,Navarra,15
20/04/2020,12628,1081,País Vasco,16
20/04/2020,3734,285,La Rioja,17
20/04/2020,200210,20852,Total,0
21/04/2020,11447,1017,Andalucía,1
21/04/2020,4938,643,Aragón,2
21/04/2020,2365,202,Asturias,3
21/04/2020,1808,161,Baleares,4
21/04/2020,2085,120,Canarias,5
21/04/2020,2123,165,Cantabria,6
21/04/2020,17045,2075,Castilla-La Mancha,8
21/04/2020,16259,1521,Castilla y León,7
21/04/2020,43112,4152,Cataluña,9
21/04/2020,111,4,Ceuta,18
21/04/2020,10084,1089,C. Valenciana,10
21/04/2020,3196,397,Extremadura,11
21/04/2020,8468,360,Galicia,12
21/04/2020,57997,7460,Madrid,13
21/04/2020,105,2,Melilla,19
21/04/2020,1681,120,Murcia,14
21/04/2020,4781,397,Navarra,15
21/04/2020,12810,1103,País Vasco,16
21/04/2020,3763,294,La Rioja,17
21/04/2020,204178,21282,Total,0
22/04/2020,11610,1050,Andalucía,1
22/04/2020,5054,656,Aragón,2
22/04/2020,2419,211,Asturias,3
22/04/2020,1836,164,Baleares,4
22/04/2020,2094,121,Canarias,5
22/04/2020,2160,167,Cantabria,6
22/04/2020,17321,2140,Castilla-La Mancha,8
22/04/2020,16839,1554,Castilla y León,7
22/04/2020,43802,4247,Cataluña,9
22/04/2020,118,4,Ceuta,18
22/04/2020,10538,1106,C. Valenciana,10
22/04/2020,3230,404,Extremadura,11
22/04/2020,8634,368,Galicia,12
22/04/2020,59199,7577,Madrid,13
22/04/2020,105,2,Melilla,19
22/04/2020,1695,123,Murcia,14
22/04/2020,4899,401,Navarra,15
22/04/2020,13044,1124,País Vasco,16
22/04/2020,3792,298,La Rioja,17
22/04/2020,208389,21717,Total,0
23/04/2020,11845,1079,Andalucía,1
23/04/2020,5237,681,Aragón,2
23/04/2020,2453,223,Asturias,3
23/04/2020,1861,168,Baleares,4
23/04/2020,2113,121,Canarias,5
23/04/2020,2206,173,Cantabria,6
23/04/2020,17557,2188,Castilla-La Mancha,8
23/04/2020,17402,1582,Castilla y León,7
23/04/2020,44892,4343,Cataluña,9
23/04/2020,118,4,Ceuta,18
23/04/2020,10692,1124,C. Valenciana,10
23/04/2020,3260,407,Extremadura,11
23/04/2020,8805,375,Galicia,12
23/04/2020,60487,7684,Madrid,13
23/04/2020,106,2,Melilla,19
23/04/2020,1721,124,Murcia,14
23/04/2020,4994,409,Navarra,15
23/04/2020,13436,1167,País Vasco,16
23/04/2020,3839,303,La Rioja,17
23/04/2020,213024,22157,Total,0
